DateTime,Load Demand (kWh),PV Production (kWh),Energy Exported to Grid (kWh),Energy Imported from Grid (kWh),Hydrogen Production (kg),Fuel Cell Output (kWh),Ambient Temperature (°C),Electrolyser Power (kW),Electrolyser Efficiency (%),PV Efficiency (%),Fuel Cell Electrical Efficiency (%),Converter Efficiency (%),Solar Irradiance (W/m^2),Hydrogen Supply to Fuel Cell (kg),Hydrogen Consumption Rate (kg/kWh),Hydrogen Discharge to Storage (kg),Hydrogen Flow from Tank to FC (kg),Building Load Demand (kWh),E_PV2EZ (kWh),E_NT2FC (kWh),LCOH ($/kg),LCOS ($/kWh),Electrolyzer Losses (kWh),Converter Losses (kWh),Storage Losses (kg),Balance of Plant (BoP) (kWh),Month
2023-05-11 6:00,18378.44,8.52,17.35,119.3,22.28,20.53,16.04,278.39,61.79,13.58,41.97,94.52,6.85,1.44,0.07,20.84,1.44,11945.99,5.3656,20.53,2.7097,0.1748,0.6532,983.9149,1.037,792.4388,May
2023-05-11 7:00,19340.05,370.21,79.67,173.91,40.85,15.37,33.98,890.36,60.63,14.59,44.66,94.98,628.68,1.08,0.07,39.77,1.08,12571.03,233.8854,15.37,2.9486,0.2636,22.0866,1034.2361,0.8522,760.5371,May
2023-05-11 8:00,18909.93,177.96,81.69,127.09,23.96,25.8,29.97,1443.65,60.6,13.64,44.67,95.12,504.1,1.81,0.07,22.15,1.81,12291.45,126.1896,25.8,3.0427,0.2981,11.5526,1027.5363,0.5475,904.2047,May
2023-05-11 9:00,19496.2,692.67,37.71,199.05,23.54,25.94,21.93,644.55,61.08,13.86,41.18,95.32,813.55,1.82,0.07,21.72,1.82,12672.53,521.5932,25.94,2.5057,0.2555,40.0478,1430.583,0.734,939.4973,May
2023-05-11 10:00,17496.76,251.91,12.88,30.13,32.86,34.43,39.48,757.16,64.51,14.96,42.51,95.42,543.71,2.41,0.07,30.45,2.41,11372.89,194.6582,34.43,2.9272,0.2401,16.1394,1402.6594,1.4462,761.63,May
2023-05-11 11:00,15294.14,742.21,37.12,155.82,42.08,20.25,36.53,741.75,61.53,13.82,42.14,95.15,756.37,1.42,0.07,40.66,1.42,9941.19,542.4602,20.25,2.808,0.2857,38.603,1003.8934,1.0449,622.9856,May
2023-05-11 12:00,15113.0,264.77,57.33,190.5,36.08,20.52,26.6,918.3,62.32,14.78,42.74,94.03,999.49,1.44,0.07,34.64,1.44,9823.45,175.5013,20.52,2.5848,0.1053,24.5799,970.8709,1.2582,723.7155,May
2023-05-11 13:00,17633.4,1172.66,84.94,108.19,46.79,14.98,36.82,1443.49,63.04,13.4,41.4,94.06,289.07,1.05,0.07,45.74,1.05,11461.71,870.5789,14.98,3.6581,0.1464,98.1452,1546.2109,1.1485,730.7653,May
2023-05-11 14:00,19011.62,595.56,53.35,117.51,26.59,28.73,41.2,1253.16,64.29,13.77,44.34,95.48,558.1,2.01,0.07,24.58,2.01,12357.55,470.5464,28.73,2.9065,0.2342,28.3465,1631.4038,0.9164,586.617,May
2023-05-11 15:00,16774.67,14.75,23.18,14.38,21.99,39.0,40.2,668.9,62.1,14.45,42.73,94.7,704.06,2.73,0.07,19.26,2.73,10903.54,10.9603,39.0,2.7428,0.2572,1.5688,874.218,1.0727,486.5316,May
2023-05-11 16:00,19015.5,972.97,28.74,177.29,24.07,13.88,28.63,1144.08,63.93,13.09,40.31,94.95,910.71,0.97,0.07,23.1,0.97,12360.08,616.4618,13.88,4.3421,0.2426,87.4636,1559.9154,0.8919,799.7406,May
2023-05-11 17:00,15420.05,1150.12,65.54,125.17,45.44,34.04,38.85,1439.49,64.89,13.92,43.19,94.4,382.84,2.38,0.07,43.06,2.38,10023.03,826.3434,34.04,3.6385,0.1736,42.2567,817.8078,1.0266,619.0912,May
2023-05-11 18:00,18882.47,546.85,22.24,172.8,21.37,19.2,38.06,976.18,64.78,13.51,41.64,95.83,774.81,1.34,0.07,20.03,1.34,12273.61,357.3159,19.2,3.396,0.1714,24.2922,1001.9302,0.7022,430.7692,May
2023-05-11 19:00,16304.86,0.61,35.69,111.73,43.99,37.43,17.51,276.69,60.58,13.02,41.41,94.91,2.32,2.62,0.07,41.37,2.62,10598.16,0.4794,37.43,2.5471,0.1485,0.0702,1407.4319,1.4878,389.0864,May
2023-05-11 20:00,17293.81,2.56,82.38,96.18,33.13,39.55,23.95,162.2,63.53,13.46,43.1,95.83,5.57,2.77,0.07,30.36,2.77,11240.98,1.8348,39.55,3.5508,0.2494,0.2314,980.6072,1.2548,857.6053,May
2023-05-11 21:00,16399.82,8.25,42.35,159.63,44.4,29.85,21.44,229.41,61.45,14.32,42.02,94.17,4.01,2.09,0.07,42.31,2.09,10659.88,5.5169,29.85,2.7542,0.1424,0.8271,1492.729,2.1777,727.8978,May
2023-05-11 22:00,19232.3,6.76,45.68,194.54,23.48,31.0,24.31,119.43,64.77,13.51,40.6,94.23,8.74,2.17,0.07,21.31,2.17,12501.0,4.6243,31.0,2.5496,0.1747,0.6866,1050.9473,0.8653,435.8631,May
2023-05-11 23:00,16601.06,2.49,92.15,77.14,28.88,29.17,22.28,232.03,61.84,13.59,41.7,95.35,1.92,2.04,0.07,26.84,2.04,10790.69,1.9044,29.17,3.9199,0.2268,0.1743,1518.8304,1.1526,348.8537,May
2023-05-12 0:00,16679.18,6.11,76.25,51.93,32.36,15.38,23.78,127.05,63.85,13.42,42.56,94.65,5.03,1.08,0.07,31.28,1.08,10841.47,4.6713,15.38,2.5799,0.1118,0.4199,895.7072,1.0121,517.7131,May
2023-05-12 1:00,16063.31,9.86,41.95,178.17,49.05,17.32,22.39,233.14,61.39,14.09,40.54,95.59,9.77,1.21,0.07,47.84,1.21,10441.15,7.5974,17.32,3.5195,0.1837,0.7886,1450.7844,2.1591,603.3518,May
2023-05-12 2:00,15174.5,4.36,32.3,155.06,29.96,18.12,17.64,284.15,63.75,13.52,42.12,95.51,4.09,1.27,0.07,28.69,1.27,9863.43,2.9404,18.12,3.5278,0.2514,0.1956,954.9807,1.2603,588.0584,May
2023-05-12 3:00,15131.74,3.13,89.21,153.67,33.1,35.54,15.06,141.3,61.22,14.9,43.64,94.88,4.82,2.49,0.07,30.61,2.49,9835.63,1.8831,35.54,3.5777,0.1946,0.2106,828.3022,0.7341,434.1319,May
2023-05-12 4:00,17432.72,3.56,15.43,28.28,37.84,10.31,17.95,151.94,63.46,13.74,44.18,95.19,2.35,0.72,0.07,37.12,0.72,11331.27,2.1799,10.31,2.6949,0.2342,0.1726,939.0408,0.8681,457.9768,May
2023-05-12 5:00,19851.5,4.81,61.32,151.71,30.7,24.08,23.95,276.74,63.75,13.04,41.14,94.43,2.9,1.69,0.07,29.01,1.69,12903.48,3.604,24.08,2.5459,0.1418,0.2474,1086.7149,1.0383,850.9785,May
2023-05-12 6:00,15776.25,2.53,39.26,63.08,47.04,31.79,16.3,258.5,62.69,13.95,43.46,95.23,1.89,2.23,0.07,44.81,2.23,10254.56,1.8114,31.79,4.1769,0.2665,0.1495,1447.3549,2.3268,618.6344,May
2023-05-12 7:00,16134.04,1473.64,73.96,27.68,44.95,33.19,36.84,1144.39,63.2,13.5,40.9,95.93,612.12,2.32,0.07,42.63,2.32,10487.13,895.0705,33.19,3.3151,0.1531,85.6797,1350.9654,1.8893,454.7781,May
2023-05-12 8:00,19372.65,579.38,76.64,153.99,34.09,21.51,40.54,1051.05,64.46,14.99,40.0,95.94,623.87,1.51,0.07,32.58,1.51,12592.22,398.047,21.51,3.3901,0.1078,50.6018,1470.7122,1.2317,866.3305,May
2023-05-12 9:00,19186.54,629.63,64.77,173.87,24.26,12.17,21.92,1445.82,63.72,14.33,44.27,94.14,215.94,0.85,0.07,23.41,0.85,12471.25,460.9172,12.17,2.8353,0.1283,28.9457,1190.8724,0.5102,649.8547,May
2023-05-12 10:00,19019.54,40.83,10.06,195.8,40.59,20.58,41.77,569.72,61.22,13.98,41.78,94.71,561.01,1.44,0.07,39.15,1.44,12362.7,28.0861,20.58,3.662,0.1731,3.0779,1201.6869,1.7486,785.6795,May
2023-05-12 11:00,15629.25,1219.44,96.6,170.29,35.69,27.07,21.11,659.98,62.64,14.08,41.29,94.76,858.42,1.89,0.07,33.8,1.89,10159.01,837.3899,27.07,4.1193,0.1366,94.6566,833.5966,0.8497,546.6402,May
2023-05-12 12:00,15461.5,1390.95,26.64,13.35,26.73,24.28,44.46,545.85,63.85,14.3,41.13,95.5,705.87,1.7,0.07,25.03,1.7,10049.98,1010.9083,24.28,4.0703,0.146,107.1597,1038.0047,1.2361,770.4992,May
2023-05-12 13:00,16222.5,915.42,74.12,129.37,47.67,17.68,27.56,822.14,60.4,13.31,42.87,95.59,218.31,1.24,0.07,46.43,1.24,10544.62,607.3248,17.68,3.2782,0.2335,66.3469,1388.5296,2.2843,396.959,May
2023-05-12 14:00,18736.06,967.91,96.82,81.36,43.43,22.83,39.28,1247.42,62.54,13.8,42.68,95.59,673.21,1.6,0.07,41.83,1.6,12178.44,744.2235,22.83,2.7239,0.2039,100.3981,1473.7777,1.3549,588.1343,May
2023-05-12 15:00,16752.44,1001.0,56.46,61.84,30.04,15.97,28.13,637.41,60.8,13.96,44.82,95.73,917.57,1.12,0.07,28.92,1.12,10889.09,785.3272,15.97,3.4546,0.2055,113.7684,1030.0187,0.7796,794.3473,May
2023-05-12 16:00,18520.89,1201.97,14.72,32.59,20.39,32.59,41.04,844.67,60.6,13.51,41.72,95.54,399.04,2.28,0.07,18.11,2.28,12038.58,847.8066,32.59,4.0426,0.2614,122.0164,1372.3631,0.4892,788.4396,May
2023-05-12 17:00,15741.34,84.9,12.81,118.56,33.7,19.2,37.2,614.2,62.15,13.5,43.0,95.5,303.66,1.34,0.07,32.36,1.34,10231.87,53.6502,19.2,2.5134,0.1144,3.3441,909.0369,0.7224,428.4062,May
2023-05-12 18:00,19047.5,587.0,22.15,153.37,24.4,17.5,44.78,1213.05,63.15,14.36,40.75,95.18,562.57,1.23,0.07,23.17,1.23,12380.88,449.7752,17.5,3.4164,0.2794,61.653,1861.6929,1.0685,389.3862,May
2023-05-12 19:00,19426.41,8.31,91.77,21.14,47.96,39.82,18.75,147.37,60.64,14.81,43.95,95.61,9.49,2.79,0.07,45.17,2.79,12627.17,6.1349,39.82,3.7884,0.1464,0.8676,1371.5303,1.5884,657.2978,May
2023-05-12 20:00,16260.69,9.33,80.03,107.06,49.17,38.69,19.16,219.12,60.4,14.38,40.74,95.2,0.09,2.71,0.07,46.46,2.71,10569.45,6.2289,38.69,3.6455,0.1795,0.4441,1460.7983,1.2177,620.0232,May
2023-05-12 21:00,17812.05,6.64,69.43,119.7,36.75,27.18,16.25,261.19,60.32,14.99,40.15,95.11,8.57,1.9,0.07,34.85,1.9,11577.83,4.785,27.18,2.6601,0.1096,0.4648,954.442,0.7699,472.6746,May
2023-05-12 22:00,19494.21,6.93,50.17,18.92,31.38,37.82,17.23,187.0,63.39,13.52,44.45,95.66,5.49,2.65,0.07,28.73,2.65,12671.24,4.3059,37.82,3.2931,0.2325,0.535,1595.9169,0.771,823.1337,May
2023-05-12 23:00,19673.62,6.22,90.54,136.8,21.06,30.06,21.54,233.54,62.37,14.69,44.02,95.18,6.79,2.1,0.07,18.96,2.1,12787.85,3.8852,30.06,4.182,0.2962,0.2378,1638.1578,0.8611,560.5425,May
2023-05-13 0:00,17005.58,5.83,41.96,32.42,35.96,37.45,20.78,110.22,60.53,13.94,40.98,95.61,5.74,2.62,0.07,33.34,2.62,11053.63,3.8029,37.45,3.7537,0.244,0.2087,1175.4148,1.559,404.9101,May
2023-05-13 1:00,16100.12,6.56,25.62,43.79,20.9,35.52,18.37,288.72,60.11,13.72,42.41,95.58,0.87,2.49,0.07,18.41,2.49,10465.08,4.931,35.52,4.4861,0.1788,0.3923,1108.4968,0.5261,793.6441,May
2023-05-13 2:00,19063.32,7.92,23.36,168.19,42.32,24.8,17.7,139.27,60.05,14.59,43.13,94.82,7.02,1.74,0.07,40.58,1.74,12391.16,5.5854,24.8,3.0026,0.19,0.5589,1621.6086,1.764,691.2893,May
2023-05-13 3:00,19246.96,4.86,30.64,165.59,36.57,30.02,19.09,185.16,60.61,14.58,44.68,95.71,0.08,2.1,0.07,34.47,2.1,12510.52,3.2963,30.02,4.0328,0.1526,0.4071,995.2334,0.7423,405.7349,May
2023-05-13 4:00,15220.13,7.18,79.42,104.99,26.49,35.51,17.6,167.39,61.84,13.99,42.26,94.77,6.68,2.49,0.07,24.0,2.49,9893.08,5.3741,35.51,3.0627,0.196,0.7395,1187.4954,0.9256,367.3912,May
2023-05-13 5:00,19743.72,9.96,86.19,29.55,43.08,19.58,18.68,258.81,62.44,14.51,40.7,94.92,1.82,1.37,0.07,41.71,1.37,12833.42,6.5466,19.58,2.8652,0.1563,0.4142,1827.0278,1.7969,621.8719,May
2023-05-13 6:00,19668.25,6.82,77.77,62.52,37.1,12.33,24.11,220.35,63.08,14.31,43.61,94.93,6.02,0.86,0.07,36.24,0.86,12784.36,5.3175,12.33,3.9933,0.2158,0.4822,1262.1104,0.805,585.3604,May
2023-05-13 7:00,17434.66,251.99,73.56,48.31,39.63,39.94,36.78,659.43,63.2,13.19,41.43,94.55,500.76,2.8,0.07,36.83,2.8,11332.53,186.38,39.94,4.2119,0.2789,25.1488,1479.4044,1.5061,395.8837,May
2023-05-13 8:00,18323.35,1108.4,57.98,94.52,39.21,15.89,31.99,533.19,60.17,14.52,43.22,95.76,588.57,1.11,0.07,38.1,1.11,11910.18,810.8112,15.89,3.0143,0.1471,47.7215,1568.8069,1.702,378.325,May
2023-05-13 9:00,15447.73,26.2,61.58,130.61,20.63,28.32,22.67,682.24,61.78,13.51,41.81,94.06,473.64,1.98,0.07,18.65,1.98,10041.02,18.4975,28.32,3.5656,0.1397,1.2111,1436.4186,0.63,513.8334,May
2023-05-13 10:00,18814.63,696.07,10.15,63.94,42.74,15.37,25.5,1426.25,61.25,14.82,44.73,95.72,276.51,1.08,0.07,41.66,1.08,12229.51,449.2141,15.37,3.89,0.2672,46.0951,1335.6795,1.8055,698.2117,May
2023-05-13 11:00,15765.78,1176.44,22.1,178.98,22.18,30.64,33.12,958.3,61.87,14.43,41.9,94.17,644.61,2.14,0.07,20.04,2.14,10247.76,880.4577,30.64,4.126,0.2179,87.551,1043.5323,1.0941,373.5945,May
2023-05-13 12:00,16711.81,967.36,80.94,71.46,38.31,33.38,36.26,1147.8,62.06,13.89,41.01,95.07,848.96,2.34,0.07,35.97,2.34,10862.68,761.9676,33.38,3.1306,0.1978,55.3882,1168.8208,1.2587,622.439,May
2023-05-13 13:00,15857.04,183.34,66.07,21.45,47.69,24.5,24.57,1356.2,62.44,14.36,44.05,94.18,234.98,1.72,0.07,45.97,1.72,10307.08,132.9213,24.5,3.9403,0.2895,14.0445,997.708,1.7566,421.528,May
2023-05-13 14:00,17053.15,796.54,22.88,180.92,38.75,28.98,30.93,1362.04,61.6,13.45,44.76,94.7,675.82,2.03,0.07,36.72,2.03,11084.55,558.8145,28.98,2.9342,0.1737,80.346,1465.224,1.2425,565.9709,May
2023-05-13 15:00,16989.89,1207.1,48.89,104.58,45.25,35.42,24.93,1126.57,63.32,14.84,43.28,94.15,433.95,2.48,0.07,42.77,2.48,11043.43,842.5037,35.42,2.6646,0.136,48.9726,1137.5501,2.1731,520.4498,May
2023-05-13 16:00,15737.97,923.15,54.36,179.21,32.96,31.07,36.84,1415.88,63.87,14.7,40.58,94.93,947.13,2.17,0.07,30.79,2.17,10229.68,705.0957,31.07,2.794,0.289,42.3671,1410.015,1.3569,725.7202,May
2023-05-13 17:00,15874.92,1437.28,80.08,98.05,31.88,13.69,25.14,1093.49,63.16,13.45,42.57,95.89,613.56,0.96,0.07,30.92,0.96,10318.7,1054.802,13.69,2.5387,0.2473,79.8006,848.0494,1.2839,722.2273,May
2023-05-13 18:00,19723.88,431.18,33.26,27.69,43.13,29.55,43.82,746.9,60.76,13.28,41.88,94.39,441.86,2.07,0.07,41.06,2.07,12820.52,325.9489,29.55,4.4706,0.1127,44.237,1653.6698,0.9358,814.1684,May
2023-05-13 19:00,16334.52,5.52,79.86,91.16,37.87,16.22,22.81,145.16,61.22,14.3,43.23,95.07,2.11,1.14,0.07,36.73,1.14,10617.44,3.6101,16.22,2.5773,0.2331,0.3457,1036.6049,1.2708,596.7631,May
2023-05-13 20:00,15547.5,0.09,40.26,27.2,29.48,32.16,19.16,267.25,60.39,14.99,43.03,95.13,8.26,2.25,0.07,27.23,2.25,10105.88,0.0658,32.16,4.4636,0.2576,0.0046,1523.6184,0.7489,730.694,May
2023-05-13 21:00,18775.32,5.11,42.8,189.68,45.77,30.13,17.38,187.09,63.22,14.38,42.68,94.46,7.71,2.11,0.07,43.66,2.11,12203.96,3.5049,30.13,3.2949,0.2116,0.3187,940.8268,2.1556,583.0846,May
2023-05-13 22:00,16128.3,7.25,93.3,39.22,26.32,35.53,18.01,231.71,60.47,14.71,44.98,94.92,9.92,2.49,0.07,23.83,2.49,10483.4,5.4624,35.53,2.9188,0.2078,0.7436,1298.6914,1.2681,624.2174,May
2023-05-13 23:00,18913.13,0.96,82.28,146.2,31.0,31.66,24.17,187.66,63.25,13.88,44.15,95.52,8.28,2.22,0.07,28.78,2.22,12293.53,0.6372,31.66,4.0476,0.1785,0.0466,1623.8025,1.335,563.2023,May
2023-05-14 0:00,16993.08,5.51,78.87,13.8,42.9,18.08,19.28,261.56,64.17,14.43,42.72,95.12,8.12,1.27,0.07,41.63,1.27,11045.5,4.1984,18.08,3.1463,0.2496,0.472,1436.9317,1.682,690.0195,May
2023-05-14 1:00,15818.53,9.44,84.2,74.37,35.81,28.94,20.13,280.36,63.94,14.09,40.84,95.69,3.49,2.03,0.07,33.78,2.03,10282.04,6.624,28.94,3.4045,0.1469,0.9731,1233.3242,1.7081,347.8749,May
2023-05-14 2:00,19547.56,4.07,95.73,118.8,39.48,38.35,15.01,197.8,63.08,14.78,40.14,95.53,6.47,2.68,0.07,36.8,2.68,12705.91,2.819,38.35,3.6619,0.2374,0.3114,1017.7697,1.4962,596.3392,May
2023-05-14 3:00,18596.51,3.91,59.33,139.43,43.6,11.22,22.95,225.66,61.12,14.53,42.73,95.36,2.54,0.79,0.07,42.81,0.79,12087.73,3.0691,11.22,3.8709,0.1058,0.1994,1307.0418,2.0119,536.3388,May
2023-05-14 4:00,19442.55,2.87,86.84,86.14,37.17,35.8,17.16,240.49,63.75,13.71,42.16,94.42,7.2,2.51,0.07,34.66,2.51,12637.66,1.7234,35.8,2.5903,0.2639,0.1386,1488.2667,1.0045,887.792,May
2023-05-14 5:00,17531.88,9.44,41.55,27.44,26.25,23.58,21.75,222.41,60.51,14.06,43.33,94.62,4.22,1.65,0.07,24.6,1.65,11395.72,6.7605,23.58,2.8528,0.1623,0.3755,1713.1968,0.667,366.2297,May
2023-05-14 6:00,16870.26,8.94,57.12,126.84,32.85,38.37,17.54,240.37,63.93,13.84,44.79,94.55,1.54,2.69,0.07,30.16,2.69,10965.67,6.389,38.37,2.7774,0.2805,0.6602,1363.3601,1.4704,474.4667,May
2023-05-14 7:00,19319.56,1028.37,88.3,46.64,23.95,12.11,25.56,1152.68,61.56,13.86,44.14,95.06,357.3,0.85,0.07,23.1,0.85,12557.71,781.8485,12.11,2.8779,0.2519,111.9064,1453.4771,0.9168,691.7188,May
2023-05-14 8:00,15723.72,160.41,77.14,66.04,44.27,35.1,43.42,602.22,60.05,13.01,42.19,95.42,772.45,2.46,0.07,41.81,2.46,10220.42,128.0242,35.1,2.6351,0.1572,18.0253,880.9612,1.6448,472.8116,May
2023-05-14 9:00,19436.65,1375.15,39.84,122.73,48.96,33.6,40.02,1230.08,60.48,14.21,43.59,95.08,450.78,2.35,0.07,46.61,2.35,12633.82,968.7862,33.6,4.1487,0.2776,68.9363,1079.5676,1.1104,910.2162,May
2023-05-14 10:00,16605.39,949.23,91.25,30.0,45.02,26.54,24.45,1443.25,60.43,13.42,40.2,95.75,836.93,1.86,0.07,43.16,1.86,10793.5,735.2211,26.54,3.5717,0.2086,67.2158,1161.5325,2.0559,826.0962,May
2023-05-14 11:00,16218.58,918.74,73.41,114.05,34.46,20.71,34.78,1475.13,60.07,13.99,42.84,94.47,238.22,1.45,0.07,33.01,1.45,10542.08,572.8902,20.71,3.1648,0.2367,82.368,1343.5113,0.7128,710.4569,May
2023-05-14 12:00,18198.13,330.52,59.66,36.38,48.85,27.01,31.64,1200.66,64.26,14.3,41.92,95.72,694.33,1.89,0.07,46.96,1.89,11828.78,202.2557,27.01,3.3023,0.279,12.0235,1021.5309,1.1495,816.4565,May
2023-05-14 13:00,19116.59,195.23,53.19,55.65,47.73,22.23,30.22,602.2,63.88,13.7,43.2,95.13,293.87,1.56,0.07,46.17,1.56,12425.78,119.8228,22.23,3.7592,0.2966,14.5567,1056.8053,2.1214,758.084,May
2023-05-14 14:00,18102.79,217.62,77.68,128.07,30.8,26.27,42.24,1188.08,64.08,14.75,40.7,94.69,734.37,1.84,0.07,28.96,1.84,11766.81,170.1446,26.27,2.8419,0.2381,11.2927,1786.1439,1.4909,891.384,May
2023-05-14 15:00,18836.4,76.31,30.92,26.66,33.28,27.16,20.02,1252.18,61.87,13.07,44.6,94.93,323.2,1.9,0.07,31.38,1.9,12243.66,54.5962,27.16,3.7257,0.2747,2.8944,1738.6917,0.6988,642.5451,May
2023-05-14 16:00,16640.47,752.64,97.26,79.31,26.26,12.79,31.19,759.59,60.7,14.94,40.18,95.65,610.5,0.9,0.07,25.36,0.9,10816.31,599.9245,12.79,3.6031,0.2039,68.5674,1360.8608,1.008,789.3854,May
2023-05-14 17:00,15183.0,636.19,37.45,103.87,35.88,28.15,43.31,1051.82,64.93,14.87,43.52,95.76,792.79,1.97,0.07,33.91,1.97,9868.95,401.3014,28.15,3.1145,0.2663,21.158,1429.5229,1.3363,728.4873,May
2023-05-14 18:00,15416.37,588.41,18.53,110.93,41.38,35.77,43.21,1254.79,60.24,14.48,42.12,95.39,655.49,2.5,0.07,38.88,2.5,10020.64,404.8717,35.77,4.1854,0.1867,29.3011,1318.2004,1.1201,526.1086,May
2023-05-14 19:00,19122.16,8.76,48.71,106.45,22.48,32.08,16.68,171.26,62.36,13.33,40.48,95.03,4.88,2.25,0.07,20.23,2.25,12429.4,6.9108,32.08,2.9535,0.131,0.6597,1637.093,0.4662,432.8112,May
2023-05-14 20:00,19700.06,9.41,28.91,106.65,30.24,19.06,19.94,274.42,64.11,13.61,44.77,95.68,6.98,1.33,0.07,28.91,1.33,12805.04,7.2066,19.06,4.4806,0.1076,0.6615,1618.692,0.9337,447.9582,May
2023-05-14 21:00,16607.02,4.95,41.96,182.54,41.58,38.96,23.0,168.53,63.59,13.97,41.51,95.89,7.34,2.73,0.07,38.85,2.73,10794.56,3.7684,38.96,4.1475,0.1811,0.4258,864.4345,2.0752,809.4983,May
2023-05-14 22:00,17760.32,3.14,85.73,66.83,35.97,13.83,18.58,181.31,63.98,13.88,42.67,95.21,8.04,0.97,0.07,35.0,0.97,11544.21,2.4123,13.83,3.1016,0.1884,0.1436,1439.7177,1.5833,459.4072,May
2023-05-14 23:00,17566.79,5.2,70.58,157.57,31.66,24.81,20.33,132.04,62.03,13.18,41.1,94.24,3.81,1.74,0.07,29.92,1.74,11418.41,3.862,24.81,3.9752,0.1619,0.5281,1331.6292,1.2366,362.5588,May
2023-05-15 0:00,15366.86,3.17,93.69,110.69,26.57,36.31,15.18,299.46,62.85,13.27,43.84,95.97,2.62,2.54,0.07,24.03,2.54,9988.46,2.3953,36.31,3.7095,0.2934,0.1561,929.3563,0.6871,385.0656,May
2023-05-15 1:00,18388.69,1.39,12.68,104.53,20.86,28.85,22.93,184.54,64.45,13.91,43.01,95.24,5.83,2.02,0.07,18.84,2.02,11952.65,1.1002,28.85,2.8404,0.2238,0.0949,1288.2302,0.6261,585.7206,May
2023-05-15 2:00,16940.57,0.08,37.17,62.64,28.34,19.02,19.25,142.96,63.48,14.62,42.97,94.17,5.04,1.33,0.07,27.01,1.33,11011.37,0.0509,19.02,2.806,0.1281,0.0069,1294.9538,0.8415,708.8468,May
2023-05-15 3:00,17137.98,2.61,71.19,15.59,46.37,14.4,15.23,195.87,61.48,14.8,40.24,94.7,5.06,1.01,0.07,45.36,1.01,11139.69,1.862,14.4,4.2228,0.2823,0.2,1579.847,2.0465,800.1173,May
2023-05-15 4:00,16569.36,9.02,31.44,165.95,31.22,13.43,20.17,230.37,64.36,14.62,44.72,95.91,7.42,0.94,0.07,30.28,0.94,10770.08,6.3689,13.43,3.8419,0.2187,0.8484,1339.6593,1.2779,598.2111,May
2023-05-15 5:00,18311.28,1.9,75.61,133.26,33.29,17.04,24.43,143.9,60.81,13.81,40.27,95.73,0.57,1.19,0.07,32.1,1.19,11902.33,1.235,17.04,3.1267,0.1718,0.0888,957.1138,0.7221,553.4409,May
2023-05-15 6:00,19943.9,8.27,60.33,107.42,33.44,22.85,15.04,158.42,61.63,14.52,41.22,95.23,2.47,1.6,0.07,31.84,1.6,12963.54,5.8675,22.85,2.6537,0.2186,0.3087,1261.4771,1.6509,673.6118,May
2023-05-15 7:00,15363.73,733.84,76.77,39.14,34.94,19.42,29.8,807.62,62.78,14.53,43.28,95.52,229.44,1.36,0.07,33.58,1.36,9986.42,473.2587,19.42,3.778,0.2137,45.8191,1152.5359,1.2558,578.0149,May
2023-05-15 8:00,17615.18,926.49,70.98,150.56,47.24,36.94,22.18,1128.57,62.48,14.01,40.88,94.31,754.13,2.59,0.07,44.65,2.59,11449.87,666.7411,36.94,3.3249,0.1755,51.0599,1580.9558,1.3493,484.4384,May
2023-05-15 9:00,19065.72,893.61,52.87,193.84,43.03,38.94,24.54,894.31,61.73,13.62,42.06,94.27,526.52,2.73,0.07,40.3,2.73,12392.72,614.995,38.94,4.2319,0.2809,59.5564,1075.3481,1.7502,911.7514,May
2023-05-15 10:00,18029.86,435.36,77.4,119.76,29.48,31.05,41.24,1282.51,62.33,13.3,41.62,94.95,671.29,2.17,0.07,27.31,2.17,11719.41,343.6798,31.05,4.2621,0.2487,43.5606,1765.3893,0.9905,511.9301,May
2023-05-15 11:00,19889.97,1118.07,51.08,82.92,36.29,34.08,25.52,559.53,63.01,13.68,41.23,95.94,608.91,2.39,0.07,33.9,2.39,12928.48,813.8295,34.08,3.0083,0.182,45.6812,1267.5952,1.3941,531.4463,May
2023-05-15 12:00,18619.69,875.84,63.55,37.61,36.88,11.75,42.3,533.01,60.34,14.73,43.3,94.41,587.9,0.82,0.07,36.06,0.82,12102.8,612.6536,11.75,3.3213,0.2373,70.9233,1820.1804,1.4927,523.8469,May
2023-05-15 13:00,15981.2,1093.59,38.09,163.35,46.38,20.13,35.13,1445.57,61.84,13.78,44.09,94.37,956.65,1.41,0.07,44.97,1.41,10387.78,852.5106,20.13,3.9071,0.1931,121.696,1226.2564,2.2314,570.8811,May
2023-05-15 14:00,16850.05,218.57,15.97,86.0,43.78,34.62,38.14,608.69,60.73,13.54,44.77,95.95,587.16,2.42,0.07,41.36,2.42,10952.53,162.8148,34.62,3.0282,0.1522,10.5697,860.2398,1.7074,822.77,May
2023-05-15 15:00,16769.94,306.46,88.96,42.63,35.49,21.07,20.37,695.82,62.53,13.16,43.11,94.25,613.08,1.47,0.07,34.02,1.47,10900.46,216.7432,21.07,4.195,0.1902,12.2526,954.9338,0.9909,366.0875,May
2023-05-15 16:00,18473.32,286.31,69.71,80.3,26.46,12.17,36.37,1493.83,62.98,13.81,43.22,94.03,812.49,0.85,0.07,25.61,0.85,12007.66,220.1877,12.17,4.258,0.2709,14.2976,1426.1673,1.0641,700.6018,May
